fire_prob,lat,lon,likelihood
0.00021457379228981445,-33.71210970545395,150.34347709982558,0.6337407379585407
0.0002153806291326419,-33.71210970545395,150.35714923741938,0.6361237194528278
0.00021545281072351868,-33.71210970545395,150.37082137501318,0.6363369067865702
0.00021481048393267468,-33.71210970545395,150.38449351260698,0.6344398034632984
0.00021348714312757972,-33.71210970545395,150.39816565020078,0.6305313346356664
0.00021152778785256372,-33.71210970545395,150.41183778779458,0.624744405837603
0.00020898673388510658,-33.71210970545395,150.42550992538838,0.6172394379692357
0.00020592522084172254,-33.71210970545395,150.43918206298218,0.6081973013938456
0.00020240896461631692,-33.71210970545395,150.45285420057598,0.5978120870982895
0.000198505796050684,-33.71210970545395,150.46652633816979,0.586284132538863
0.00019428350942902117,-33.71210970545395,150.4801984757636,0.5738136671995034
0.0001898080177914072,-33.71210970545395,150.4938706133574,0.5605953643355736
0.00018514187961747605,-33.71210970545395,150.5075427509512,0.5468139895543999
0.00021819613081441638,-33.6957696437434,150.30246068704417,0.644439264862592
0.00022161163887404436,-33.6957696437434,150.31613282463798,0.6545269208391822
0.00022426726647219514,-33.6957696437434,150.32980496223178,0.662370280346582
0.00022613062263245198,-33.6957696437434,150.34347709982558,0.6678736770824042
0.00022718639127732075,-33.6957696437434,150.35714923741938,0.6709918752228785
0.00022743637755615593,-33.6957696437434,150.37082137501318,0.6717302062517422
0.00022689884907679597,-33.6957696437434,150.38449351260698,0.6701426232969552
0.00022560722531584314,-33.6957696437434,150.39816565020078,0.6663278303220262
0.0002236082094449436,-33.6957696437434,150.41183778779458,0.6604237645006811
0.00022095949009515406,-33.6957696437434,150.42550992538838,0.6526008084095967
0.0002177271633219077,-33.6957696437434,150.43918206298218,0.6430541758374625
0.000213983035390419,-33.6957696437434,150.45285420057598,0.6319959455988508
0.0002098019643703762,-33.6957696437434,150.46652633816979,0.6196472099707823
0.0002052593835995362,-33.6957696437434,150.4801984757636,0.6062307602765897
0.00020042912474162262,-33.6957696437434,150.4938706133574,0.5919646573174249
0.00019538162528696503,-33.6957696437434,150.5075427509512,0.577056937250104
0.00019018256841118377,-33.6957696437434,150.521214888545,0.5617015944284799
0.00018489196581893098,-33.6957696437434,150.5348870261388,0.5460758725950741
0.000179563660053394,-33.6957696437434,150.5485591637326,0.5303387949590536
0.000174245194664803,-33.6957696437434,150.5622313013264,0.5146307807407086
0.00022371321580470617,-33.67942958203285,150.28878854945037,0.6607338993368889
0.000228329387449606,-33.67942958203285,150.30246068704417,0.6743676986632802
0.00023219188200309396,-33.67942958203285,150.31613282463798,0.6857755230884651
0.00023524397666523604,-33.67942958203285,150.32980496223178,0.694789842604675
0.00023744622299089709,-33.67942958203285,150.34347709982558,0.7012941467729393
0.00023877749765114628,-33.67942958203285,150.35714923741938,0.7052260481324134
0.00023923529198519952,-33.67942958203285,150.37082137501318,0.7065781373880494
0.00023883523211806732,-33.67942958203285,150.38449351260698,0.7053965660846839
0.00023760987029115976,-33.67942958203285,150.39816565020078,0.701777476818639
